YearsExperience,EducationLevel,JobDescription,Salary
18,High School,Project manager with Agile and Scrum expertise,156794
14,Master,Customer support representative with CRM experience,102123
7,Bachelor,Full stack developer skilled in React and Node.js,52880
10,Bachelor,Customer support representative with CRM experience,117829
8,High School,Customer support representative with CRM experience,162633
14,Master,Financial analyst familiar with Excel and financial modeling,83205
0,PhD,Software engineer with experience in backend systems,136948
0,PhD,Graphic designer with Adobe Creative Suite proficiency,89810
18,Master,Project manager with Agile and Scrum expertise,143089
2,Master,Financial analyst familiar with Excel and financial modeling,94482
9,Master,Customer support representative with CRM experience,99192
7,High School,Marketing specialist with SEO and SEM experience,117154
14,Bachelor,Financial analyst familiar with Excel and financial modeling,116066
9,PhD,Customer support representative with CRM experience,189402
0,High School,Project manager with Agile and Scrum expertise,177211
17,Master,Graphic designer with Adobe Creative Suite proficiency,158514
1,Master,Customer support representative with CRM experience,62977
18,Bachelor,Software engineer with experience in backend systems,34983
12,Master,Full stack developer skilled in React and Node.js,79029
0,High School,Data scientist proficient in machine learning and Python,182401
1,High School,Financial analyst familiar with Excel and financial modeling,152668
15,Bachelor,Financial analyst familiar with Excel and financial modeling,197806
14,High School,Financial analyst familiar with Excel and financial modeling,72837
12,PhD,Customer support representative with CRM experience,147512
15,High School,Graphic designer with Adobe Creative Suite proficiency,96786
16,High School,Software engineer with experience in backend systems,34758
20,High School,Graphic designer with Adobe Creative Suite proficiency,132667
6,PhD,Customer support representative with CRM experience,138119
16,Master,Customer support representative with CRM experience,130157
6,High School,Full stack developer skilled in React and Node.js,112673
12,Bachelor,Marketing specialist with SEO and SEM experience,127639
4,PhD,Software engineer with experience in backend systems,182904
16,Bachelor,Financial analyst familiar with Excel and financial modeling,162940
2,High School,Data scientist proficient in machine learning and Python,144869
6,Bachelor,Financial analyst familiar with Excel and financial modeling,49728
16,High School,Graphic designer with Adobe Creative Suite proficiency,133542
6,PhD,Customer support representative with CRM experience,123565
20,Bachelor,Software engineer with experience in backend systems,189255
0,Bachelor,Project manager with Agile and Scrum expertise,180012
16,High School,Software engineer with experience in backend systems,155019
16,High School,Software engineer with experience in backend systems,166352
10,Master,Marketing specialist with SEO and SEM experience,132548
2,High School,Financial analyst familiar with Excel and financial modeling,163236
14,High School,Marketing specialist with SEO and SEM experience,151289
20,Master,Project manager with Agile and Scrum expertise,159068
10,High School,Project manager with Agile and Scrum expertise,109624
15,High School,Full stack developer skilled in React and Node.js,179477
8,Master,Graphic designer with Adobe Creative Suite proficiency,32821
0,PhD,Data scientist proficient in machine learning and Python,85090
15,PhD,Full stack developer skilled in React and Node.js,183588
8,High School,Customer support representative with CRM experience,171545
18,High School,Marketing specialist with SEO and SEM experience,76454
11,Master,Marketing specialist with SEO and SEM experience,134273
18,Master,Full stack developer skilled in React and Node.js,134472
8,PhD,Customer support representative with CRM experience,185870
6,Bachelor,Software engineer with experience in backend systems,161935
13,High School,Customer support representative with CRM experience,46148
18,Bachelor,Financial analyst familiar with Excel and financial modeling,116545
18,Bachelor,Full stack developer skilled in React and Node.js,84459
1,Master,Graphic designer with Adobe Creative Suite proficiency,114224
8,High School,Customer support representative with CRM experience,96189
12,High School,Software engineer with experience in backend systems,169201
14,Master,Customer support representative with CRM experience,121954
2,Bachelor,Marketing specialist with SEO and SEM experience,53118
10,Master,Data scientist proficient in machine learning and Python,161515
20,PhD,Marketing specialist with SEO and SEM experience,188113
13,High School,Graphic designer with Adobe Creative Suite proficiency,119379
7,PhD,Project manager with Agile and Scrum expertise,51053
17,Master,Data scientist proficient in machine learning and Python,126384
18,High School,Project manager with Agile and Scrum expertise,198276
15,PhD,Customer support representative with CRM experience,147545
1,PhD,Financial analyst familiar with Excel and financial modeling,156675
7,Bachelor,Graphic designer with Adobe Creative Suite proficiency,123749
5,High School,Customer support representative with CRM experience,169363
11,PhD,Software engineer with experience in backend systems,46285
14,PhD,Customer support representative with CRM experience,91589
7,Bachelor,Data scientist proficient in machine learning and Python,43944
3,PhD,Marketing specialist with SEO and SEM experience,131041
14,PhD,Financial analyst familiar with Excel and financial modeling,118876
19,PhD,Project manager with Agile and Scrum expertise,125561
16,Bachelor,Customer support representative with CRM experience,84391
12,PhD,Customer support representative with CRM experience,31607
17,PhD,Marketing specialist with SEO and SEM experience,32953
1,High School,Financial analyst familiar with Excel and financial modeling,74941
12,High School,Full stack developer skilled in React and Node.js,91683
12,Bachelor,Project manager with Agile and Scrum expertise,139588
14,Master,Customer support representative with CRM experience,152080
19,High School,Customer support representative with CRM experience,41154
9,Bachelor,Full stack developer skilled in React and Node.js,155542
2,PhD,Project manager with Agile and Scrum expertise,170119
18,PhD,Data scientist proficient in machine learning and Python,118529
2,Bachelor,Data scientist proficient in machine learning and Python,44323
13,PhD,Graphic designer with Adobe Creative Suite proficiency,67693
7,PhD,Graphic designer with Adobe Creative Suite proficiency,119170
3,Master,Software engineer with experience in backend systems,187364
19,PhD,Marketing specialist with SEO and SEM experience,75111
10,High School,Financial analyst familiar with Excel and financial modeling,69491
10,PhD,Customer support representative with CRM experience,79336
10,Bachelor,Project manager with Agile and Scrum expertise,46905
1,Master,Customer support representative with CRM experience,60273
16,PhD,Graphic designer with Adobe Creative Suite proficiency,155191
8,Bachelor,Software engineer with experience in backend systems,145936
1,High School,Project manager with Agile and Scrum expertise,187306
14,PhD,Project manager with Agile and Scrum expertise,96538
15,Master,Customer support representative with CRM experience,134570
3,PhD,Marketing specialist with SEO and SEM experience,193645
7,Bachelor,Software engineer with experience in backend systems,123339
8,Master,Marketing specialist with SEO and SEM experience,151132
4,PhD,Software engineer with experience in backend systems,158993
15,High School,Customer support representative with CRM experience,41330
12,Master,Software engineer with experience in backend systems,102553
6,High School,Data scientist proficient in machine learning and Python,177083
19,Bachelor,Project manager with Agile and Scrum expertise,113537
